"","Lot Frontage","Lot Area","Year Built","Year Remod/Add","Mas Vnr Area","BsmtFin SF 1","BsmtFin SF 2","Bsmt Unf SF","Total Bsmt SF","1st Flr SF","2nd Flr SF","Low Qual Fin SF","Gr Liv Area","Bsmt Full Bath","Bsmt Half Bath","Full Bath","Half Bath","Bedroom AbvGr","Kitchen AbvGr","TotRms AbvGrd","Fireplaces","Garage Yr Blt","Garage Cars","Garage Area","Wood Deck SF","Open Porch SF","Enclosed Porch","3Ssn Porch","Screen Porch","Pool Area","Misc Val","Mo Sold","Yr Sold","Longitude","Latitude","MS SubClass","MS Zoning","Street","Lot Shape","Land Contour","Utilities","Lot Config","Land Slope","Neighborhood","Condition 1","Condition 2","Bldg Type","House Style","Overall Qual","Overall Cond","Roof Style","Roof Matl","Exterior 1st","Exterior 2nd","Mas Vnr Type","Exter Qual","Exter Cond","Foundation","Bsmt Qual","Bsmt Cond","Bsmt Exposure","BsmtFin Type 1","BsmtFin Type 2","Heating","Heating QC","Central Air","Electrical","Kitchen Qual","Functional","Fireplace Qu","Garage Type","Garage Finish","Garage Qual","Garage Cond","Paved Drive","Sale Type","Sale Condition","SalePrice"
"1683",98,8731,1920,1950,0,645,0,270,915,1167,0,0,1167,0,0,1,0,3,1,6,1,1972,2,495,0,0,216,0,126,0,0,5,2007,-93.627605,42.031846,"030","RL","Pave","IR1","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1Story","5","5","Gable","CompShg","Stucco","Stucco","None","TA","Fa","BrkTil","TA","TA","No","BLQ","Unf","GasA","TA","Y","SBrkr","TA","Maj1","Gd","Detchd","Unf","TA","TA","Y","WD ","Normal","144000"
"1684",68,7010,1935,1950,0,175,0,849,1024,1144,594,0,1738,0,0,2,0,3,1,6,1,1950,1,240,0,30,0,0,0,0,0,7,2008,-93.625926,42.03047,"050","RL","Pave","Reg","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1.5Fin","5","5","Gable","CompShg","Wd Sdng","Wd Sdng","None","TA","TA","BrkTil","TA","TA","No","Rec","Unf","GasA","TA","Y","SBrkr","TA","Typ","Gd","Detchd","Unf","TA","TA","P","WD ","Normal","153000"
"1685",68,7793,1922,2005,0,474,0,634,1108,1160,908,0,2068,0,0,1,1,3,1,8,1,1928,1,315,0,0,60,0,0,0,0,5,2010,-93.625825,42.030187,"075","RL","Pave","IR1","Bnk","AllPub","Corner","Gtl","BrkSide","Norm","Norm","1Fam","2.5Unf","7","7","Gable","CompShg","Wd Sdng","Wd Sdng","None","TA","TA","BrkTil","Gd","TA","No","BLQ","Unf","GasA","TA","N","FuseA","Gd","Typ","Gd","Detchd","Unf","TA","TA","Y","WD ","Normal","209500"
"1686",69,11737,1924,1996,0,0,0,848,848,1017,810,0,1827,0,0,1,0,2,1,9,1,1943,1,240,27,36,42,0,0,0,0,5,2006,-93.627385,42.030786,"070","RL","Pave","IR1","Bnk","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","2Story","6","7","Gambrel","CompShg","BrkComm","Stucco","None","TA","TA","BrkTil","TA","TA","No","Unf","Unf","GasW","TA","N","SBrkr","TA","Typ","Gd","Detchd","Unf","Fa","TA","Y","WD ","Normal","202500"
"1687",70,8737,1923,1950,0,300,0,765,1065,915,720,0,1635,0,0,1,1,3,1,6,1,1950,2,440,0,38,0,144,0,0,0,5,2007,-93.627487,42.030823,"050","RL","Pave","IR1","Bnk","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1.5Fin","6","7","Gable","CompShg","BrkFace","Wd Sdng","None","TA","TA","BrkTil","Gd","TA","No","Rec","Unf","GasA","Ex","Y","FuseA","TA","Typ","Gd","Detchd","Unf","TA","TA","Y","WD ","Normal","210000"
"1688",50,6125,1939,1998,0,306,0,422,728,728,546,0,1274,0,0,2,0,3,1,6,0,1939,1,224,0,0,192,0,0,0,0,3,2007,-93.624715,42.033482,"050","RM","Pave","Reg","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1.5Fin","5","7","Gable","CompShg","MetalSd","MetalSd","None","TA","Gd","CBlock","TA","TA","No","Rec","Unf","GasA","Ex","Y","SBrkr","TA","Typ","None","Detchd","Unf","Fa","TA","Y","CWD","Normal","135000"
"1689",50,6130,1924,1950,0,784,0,0,784,784,0,0,784,1,0,1,0,2,1,5,0,1979,0,0,0,0,116,0,0,0,0,5,2008,-93.624715,42.033456,"045","RM","Pave","Reg","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1.5Unf","5","6","Gable","CompShg","MetalSd","MetalSd","None","TA","TA","BrkTil","TA","TA","No","ALQ","Unf","GasA","Gd","Y","SBrkr","Gd","Typ","None","None","None","None","None","Y","WD ","Normal","109500"
"1690",50,5000,1947,1950,0,399,0,605,1004,1004,660,0,1664,0,0,2,0,3,1,7,2,1950,2,420,0,24,36,0,0,0,0,10,2006,-93.625576,42.033306,"050","RM","Pave","Reg","Lvl","AllPub","Corner","Gtl","BrkSide","Feedr","Norm","1Fam","1.5Fin","6","7","Gable","CompShg","CemntBd","CmentBd","None","TA","Gd","CBlock","TA","TA","No","ALQ","Unf","GasA","Ex","Y","SBrkr","TA","Typ","Gd","Detchd","Unf","TA","TA","Y","WD ","Normal","159000"
"1691",50,5000,1941,2006,0,600,0,72,672,832,378,0,1210,0,0,1,0,3,1,6,0,1941,1,240,0,0,0,0,0,0,0,5,2008,-93.625584,42.033568,"050","RM","Pave","Reg","Lvl","AllPub","Inside","Gtl","BrkSide","Feedr","Norm","1Fam","1.5Fin","5","7","Gable","CompShg","Wd Sdng","Wd Sdng","None","TA","Gd","CBlock","TA","TA","No","ALQ","Unf","GasA","Ex","Y","SBrkr","Gd","Typ","None","Detchd","Unf","TA","TA","P","WD ","Normal","124000"
"1692",50,5000,1925,1950,0,188,0,577,765,765,0,0,765,1,0,1,0,2,1,4,0,1926,1,200,135,0,41,0,0,0,0,4,2010,-93.625586,42.033621,"030","RM","Pave","Reg","Lvl","AllPub","Inside","Gtl","BrkSide","Feedr","Norm","1Fam","1Story","4","7","Gable","CompShg","MetalSd","MetalSd","None","TA","TA","BrkTil","TA","TA","No","Rec","Unf","GasA","TA","N","FuseF","Gd","Typ","None","Detchd","Unf","Fa","TA","P","WD ","Normal","87000"
"1693",59,5870,1900,2000,0,0,0,554,554,736,554,0,1290,0,0,1,1,3,1,6,0,1926,1,200,38,112,0,0,0,0,400,4,2008,-93.625589,42.033699,"070","RM","Pave","Reg","Lvl","AllPub","Corner","Gtl","BrkSide","Feedr","Feedr","1Fam","2Story","6","9","Gable","CompShg","HdBoard","HdBoard","None","TA","Gd","BrkTil","TA","TA","No","Unf","Unf","GasA","Ex","Y","SBrkr","TA","Typ","None","Detchd","Unf","Fa","TA","Y","WD ","Normal","106900"
"1694",50,6000,1940,1989,0,521,0,460,981,1014,658,0,1672,0,0,1,1,3,1,6,1,1940,1,240,0,11,0,0,0,0,0,7,2008,-93.623666,42.03337,"050","RM","Pave","Reg","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1.5Fin","6","7","Gable","CompShg","Wd Sdng","Wd Sdng","None","TA","TA","CBlock","TA","TA","No","ALQ","Unf","GasA","Ex","Y","SBrkr","Gd","Typ","Gd","Detchd","Unf","TA","TA","Y","WD ","Normal","164900"
"1695",50,6000,1936,1950,0,672,0,0,672,757,567,0,1324,0,0,1,0,3,1,6,0,1936,1,240,0,0,0,0,0,0,0,7,2009,-93.624564,42.033406,"050","RM","Pave","Reg","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1.5Fin","4","6","Gable","CompShg","MetalSd","MetalSd","None","TA","TA","BrkTil","TA","TA","No","BLQ","Unf","GasA","TA","Y","SBrkr","TA","Typ","None","Detchd","Unf","TA","TA","Y","WD ","Normal","128000"
"1696",50,6000,1924,2003,0,0,0,949,949,949,0,0,949,0,0,1,0,2,1,5,1,1924,2,370,0,0,48,0,0,0,0,7,2008,-93.624566,42.033511,"030","RM","Pave","Reg","HLS","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1Story","5","7","Gable","CompShg","Wd Sdng","Wd Sdng","None","TA","Fa","BrkTil","TA","Fa","No","Unf","Unf","GasA","Ex","Y","SBrkr","TA","Typ","Fa","Detchd","Unf","TA","TA","Y","WD ","Normal","119000"
"1697",50,6000,1939,1950,0,452,12,144,608,608,524,0,1132,1,0,1,0,2,1,5,0,1939,1,240,0,0,128,0,0,0,0,4,2010,-93.624566,42.033563,"050","RM","Pave","Reg","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1.5Fin","6","7","Gable","CompShg","MetalSd","MetalSd","None","TA","TA","BrkTil","TA","Gd","No","BLQ","LwQ","GasA","TA","Y","SBrkr","TA","Typ","None","Detchd","Unf","TA","TA","Y","WD ","Abnorml","134000"
"1698",50,6000,1937,2000,0,0,0,698,698,786,390,0,1176,0,0,1,0,2,1,4,0,1999,2,624,210,0,0,0,0,0,0,7,2009,-93.624567,42.033616,"050","RM","Pave","Reg","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1.5Fin","6","9","Gable","CompShg","MetalSd","MetalSd","None","Gd","TA","BrkTil","TA","TA","No","Unf","Unf","GasA","TA","Y","SBrkr","TA","Typ","None","Detchd","Unf","TA","TA","N","WD ","Normal","134900"
"1699",50,6000,1940,1950,0,264,0,308,572,848,348,0,1196,0,1,1,1,3,1,6,2,1973,2,576,0,0,0,0,0,0,0,3,2010,-93.622597,42.0336,"050","RM","Pave","Reg","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1.5Fin","6","6","Gable","CompShg","MetalSd","MetalSd","None","TA","Gd","CBlock","TA","TA","No","LwQ","Unf","GasA","Ex","Y","FuseA","TA","Typ","Gd","Detchd","Unf","TA","TA","Y","WD ","Normal","128000"
"1700",50,6000,1925,1997,0,0,0,884,884,884,464,0,1348,1,0,1,0,3,1,5,1,1960,1,216,0,0,208,0,0,0,0,5,2009,-93.622513,42.03329,"050","RM","Pave","Reg","Lvl","AllPub","Corner","Gtl","BrkSide","Norm","Norm","1Fam","1.5Fin","5","8","Gable","CompShg","Wd Sdng","Wd Sdng","None","TA","TA","BrkTil","TA","TA","No","Unf","Unf","GasA","Ex","Y","SBrkr","TA","Typ","Fa","Detchd","Unf","TA","TA","N","WD ","Normal","117000"
"1701",50,6000,1929,1950,0,0,0,862,862,950,208,0,1158,0,0,1,0,3,1,5,1,1929,1,208,0,0,112,0,0,0,0,7,2008,-93.623514,42.033321,"050","RM","Pave","Reg","Lvl","AllPub","Corner","Gtl","BrkSide","Norm","Norm","1Fam","1.5Fin","6","7","Gable","CompShg","WdShing","Wd Shng","None","TA","TA","BrkTil","TA","TA","No","Unf","Unf","GasA","TA","Y","SBrkr","TA","Typ","Gd","BuiltIn","RFn","TA","TA","Y","WD ","Normal","120000"
"1702",50,6000,1939,1950,0,0,0,780,780,825,587,0,1412,0,0,1,0,4,1,6,1,1939,1,280,45,0,0,0,0,0,0,5,2009,-93.623515,42.033347,"050","RM","Pave","Reg","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1.5Fin","6","6","Gable","CompShg","MetalSd","MetalSd","None","TA","Fa","CBlock","TA","TA","No","Unf","Unf","GasA","Ex","Y","FuseF","TA","Typ","Gd","Detchd","Unf","TA","TA","Y","WD ","Normal","132500"
"1703",50,6000,1939,1950,0,276,0,324,600,608,624,0,1232,0,0,1,1,3,1,6,2,1939,1,217,0,0,0,0,0,0,0,2,2007,-93.623521,42.033612,"070","RM","Pave","Reg","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","2Story","6","6","Gable","CompShg","MetalSd","VinylSd","None","TA","TA","CBlock","TA","TA","Mn","Rec","Unf","GasA","Ex","Y","SBrkr","TA","Typ","TA","Attchd","Unf","TA","TA","Y","WD ","Normal","128000"
"1704",53,6360,1942,1950,300,360,159,316,835,955,498,0,1453,0,0,1,1,3,1,7,2,1942,1,240,0,0,35,0,148,0,0,3,2010,-93.623523,42.033665,"050","RM","Pave","Reg","Lvl","AllPub","Corner","Gtl","BrkSide","Feedr","Norm","1Fam","1.5Fin","5","6","Gable","CompShg","MetalSd","MetalSd","Stone","TA","TA","CBlock","TA","TA","No","Rec","LwQ","GasA","TA","Y","FuseA","Gd","Min2","Fa","Detchd","Unf","TA","TA","Y","WD ","Normal","132000"
"1705",50,6000,1937,2000,0,201,162,462,825,825,672,0,1497,0,0,2,0,3,1,5,0,2004,1,672,272,0,0,0,0,0,0,5,2008,-93.621532,42.033473,"050","RM","Pave","Reg","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1.5Fin","6","7","Gable","CompShg","Wd Sdng","Wd Sdng","None","TA","Gd","BrkTil","TA","TA","No","Rec","LwQ","GasA","Ex","Y","SBrkr","TA","Typ","None","Detchd","Unf","TA","TA","Y","WD ","Normal","157000"
"1706",50,6000,1939,1950,0,264,0,475,739,874,468,0,1342,0,0,2,0,2,2,7,1,1939,1,240,0,0,0,0,0,0,0,4,2008,-93.621532,42.033366,"050","RM","Pave","Reg","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1.5Fin","6","5","Gable","CompShg","Wd Sdng","Wd Sdng","None","TA","TA","CBlock","TA","TA","No","LwQ","Unf","GasA","Ex","Y","SBrkr","TA","Typ","Gd","Detchd","Unf","TA","TA","Y","WD ","Normal","105000"
"1707",60,6000,1924,1950,444,220,0,248,468,822,320,0,1142,0,0,1,0,3,1,6,0,1924,1,320,0,0,98,0,0,0,0,6,2009,-93.621677,42.033496,"050","RM","Pave","Reg","Lvl","AllPub","Corner","Gtl","BrkSide","Norm","Norm","1Fam","1.5Fin","5","5","Gable","CompShg","Stucco","Stucco","BrkFace","TA","TA","BrkTil","TA","TA","No","Rec","Unf","GasA","Gd","Y","SBrkr","TA","Typ","None","Attchd","Fin","TA","TA","Y","WD ","Normal","93000"
"1708",60,6000,1941,1950,0,375,0,360,735,869,349,0,1218,0,1,1,0,3,1,6,1,2003,2,440,0,0,0,0,0,0,0,3,2007,-93.621501,42.033336,"050","RM","Pave","Reg","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1.5Fin","6","6","Gable","CompShg","Wd Sdng","Wd Sdng","None","TA","Gd","BrkTil","TA","Gd","No","ALQ","Unf","GasA","Ex","Y","SBrkr","TA","Typ","Gd","Detchd","Unf","TA","TA","Y","WD ","Normal","131000"
"1709",50,5000,1926,1950,0,0,0,992,992,1013,0,0,1013,0,0,1,0,3,1,6,0,1926,1,160,0,0,101,0,0,0,0,4,2008,-93.622102,42.033493,"045","RM","Pave","Reg","Bnk","AllPub","Inside","Mod","BrkSide","Norm","Norm","1Fam","1.5Unf","6","7","Gable","CompShg","MetalSd","MetalSd","None","TA","TA","BrkTil","TA","TA","No","Unf","Unf","GasA","Ex","Y","SBrkr","TA","Typ","None","Detchd","Unf","Fa","TA","Y","WD ","Normal","113000"
"1710",50,6000,1926,2004,0,0,0,884,884,904,0,0,904,0,0,1,0,2,1,4,0,1926,1,180,0,0,105,0,0,0,0,1,2009,-93.622443,42.033474,"045","RM","Pave","Reg","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1.5Unf","6","7","Gable","CompShg","Wd Sdng","Wd Sdng","None","Gd","TA","PConc","TA","TA","No","Unf","Unf","GasA","Gd","Y","SBrkr","TA","Typ","None","Detchd","Unf","TA","TA","Y","WD ","Normal","119000"
"1711",50,6000,1948,1950,0,300,0,480,780,780,636,0,1416,0,0,1,1,3,1,6,0,1948,1,312,221,0,48,0,0,0,0,3,2010,-93.622448,42.033631,"050","RM","Pave","Reg","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1.5Fin","6","7","Gable","CompShg","Wd Sdng","Wd Sdng","None","TA","TA","CBlock","TA","TA","No","Rec","Unf","GasA","TA","Y","SBrkr","TA","Typ","None","Detchd","Unf","TA","TA","P","WD ","Normal","139900"
"1712",65,7800,1939,1950,0,507,0,286,793,793,325,0,1118,1,0,1,0,3,1,5,1,1939,2,410,0,0,0,0,271,0,0,5,2006,-93.620433,42.033369,"190","RM","Pave","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Artery","Norm","2fmCon","1.5Fin","5","7","Gable","CompShg","MetalSd","MetalSd","None","TA","TA","CBlock","Gd","TA","Mn","Rec","Unf","GasA","TA","Y","SBrkr","TA","Typ","Gd","Detchd","Unf","TA","TA","Y","WD ","Normal","119900"
"1713",60,6911,1924,1950,0,405,0,740,1145,1301,0,0,1301,0,0,1,0,2,1,5,0,1965,2,440,0,0,0,0,0,0,0,10,2009,-93.624689,42.031395,"030","RM","Pave","Reg","Lvl","AllPub","FR2","Gtl","BrkSide","Feedr","Norm","1Fam","1Story","5","5","Gable","CompShg","Wd Sdng","Wd Sdng","None","TA","TA","PConc","TA","TA","Mn","LwQ","Unf","GasA","TA","Y","SBrkr","Fa","Min1","None","Detchd","Unf","TA","TA","Y","WD ","Normal","100000"
"1714",60,5520,1920,1997,0,68,0,497,565,565,651,0,1216,1,0,1,0,3,1,6,1,1920,1,355,0,0,180,0,0,0,0,4,2008,-93.624688,42.031354,"050","RM","Pave","IR1","Lvl","AllPub","FR2","Gtl","BrkSide","Feedr","Norm","1Fam","1.5Fin","5","7","Gable","CompShg","AsbShng","AsbShng","None","TA","Gd","BrkTil","TA","TA","No","ALQ","Unf","GasA","TA","Y","SBrkr","TA","Typ","Gd","BuiltIn","RFn","Fa","TA","Y","WD ","Normal","115000"
"1716",51,6120,1936,1950,0,0,0,927,927,1067,472,0,1539,0,0,1,1,3,1,5,0,1995,2,576,112,0,0,0,0,0,0,4,2009,-93.623645,42.03252,"050","RM","Pave","Reg","Lvl","AllPub","Corner","Gtl","BrkSide","Norm","Norm","1Fam","1.5Fin","5","6","Gable","CompShg","Wd Sdng","Wd Sdng","None","TA","Fa","BrkTil","TA","TA","No","Unf","Unf","GasA","TA","Y","SBrkr","TA","Typ","None","Detchd","Unf","TA","TA","Y","WD ","Normal","141500"
"1717",51,6120,1935,1995,0,0,0,884,884,989,584,0,1573,0,0,1,0,3,1,6,0,1935,1,240,0,0,54,0,120,0,0,7,2009,-93.623644,42.03246,"050","RM","Pave","Reg","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1.5Fin","4","7","Gable","CompShg","AsbShng","AsbShng","None","TA","TA","BrkTil","TA","TA","No","Unf","Unf","GasA","Ex","Y","SBrkr","Gd","Typ","None","Detchd","Unf","TA","TA","Y","WD ","Normal","133000"
"1718",51,6120,1939,1950,0,0,0,884,884,884,0,0,884,0,0,1,0,2,1,5,0,1939,1,240,0,0,136,0,0,0,0,7,2007,-93.623643,42.032399,"045","RM","Pave","Reg","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1.5Unf","5","7","Gable","CompShg","AsbShng","AsbShng","None","Gd","TA","BrkTil","TA","TA","No","Unf","Unf","GasA","Ex","Y","SBrkr","TA","Typ","None","Detchd","Unf","TA","TA","Y","WD ","Normal","113000"
"1719",51,6120,1936,1950,0,0,0,264,264,800,0,0,800,0,0,1,0,1,1,4,1,1979,0,0,0,0,0,0,0,0,0,1,2009,-93.623643,42.032359,"030","RM","Pave","Reg","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1Story","2","3","Gable","CompShg","AsbShng","AsbShng","None","Fa","Fa","BrkTil","TA","Fa","No","Unf","Unf","Grav","Fa","N","FuseA","Fa","Maj1","Po","None","None","None","None","N","ConLw","Normal","60000"
"1720",52,6240,1934,1950,0,0,0,816,816,816,0,360,1176,0,0,1,0,3,1,6,1,1985,2,528,112,0,0,0,0,0,400,9,2006,-93.623642,42.032299,"050","RM","Pave","Reg","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1.5Fin","6","6","Gable","CompShg","Wd Sdng","Wd Sdng","None","TA","TA","PConc","TA","TA","No","Unf","Unf","GasA","TA","Y","SBrkr","TA","Typ","Gd","Detchd","Unf","TA","TA","Y","WD ","Normal","114500"
"1721",52,6240,1929,1950,0,80,0,624,704,624,512,0,1136,0,1,1,0,2,1,6,0,1990,1,336,0,365,80,0,0,0,0,8,2008,-93.623632,42.031493,"050","RM","Pave","Reg","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1.5Fin","4","7","Gable","CompShg","MetalSd","MetalSd","None","TA","TA","PConc","TA","TA","No","BLQ","Unf","GasA","Ex","Y","SBrkr","TA","Typ","None","Detchd","Unf","TA","TA","Y","WD ","Normal","123000"
"1722",68,6240,1938,1950,0,52,0,809,861,861,548,0,1409,1,0,1,1,3,1,6,1,1968,2,528,225,0,84,0,0,0,0,3,2007,-93.623631,42.031433,"050","RM","Pave","Reg","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1.5Fin","6","5","Gable","CompShg","VinylSd","VinylSd","None","TA","TA","BrkTil","TA","TA","No","LwQ","Unf","GasA","Gd","Y","SBrkr","TA","Typ","Gd","Detchd","Unf","TA","TA","Y","WD ","Normal","126000"
"1723",51,6120,1931,1993,0,209,0,506,715,875,0,0,875,1,0,1,0,2,1,5,0,1931,1,180,48,0,0,0,0,0,0,11,2009,-93.623629,42.031292,"030","RM","Pave","Reg","Lvl","AllPub","Corner","Gtl","BrkSide","Norm","Norm","1Fam","1Story","5","7","Gable","CompShg","Wd Sdng","Wd Sdng","None","TA","TA","BrkTil","TA","TA","No","BLQ","Unf","GasA","TA","Y","FuseA","TA","Typ","None","Detchd","Unf","Fa","TA","Y","WD ","Normal","105000"
"1724",52,6240,1939,1952,0,48,0,624,672,899,423,0,1322,1,0,1,0,4,1,7,0,1939,1,280,0,0,0,0,0,0,0,7,2007,-93.624539,42.031438,"050","RM","Pave","Reg","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1.5Fin","5","8","Gable","CompShg","Wd Sdng","Wd Sdng","None","TA","Gd","BrkTil","TA","TA","No","Rec","Unf","GasA","Ex","Y","SBrkr","TA","Typ","None","Detchd","Unf","TA","TA","Y","WD ","Normal","132000"
"1725",68,6240,1936,1950,0,0,0,896,896,896,448,0,1344,0,0,1,0,3,1,7,0,1936,1,240,200,114,0,0,0,0,0,4,2006,-93.62454,42.031499,"050","RM","Pave","Reg","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1.5Fin","5","4","Gable","CompShg","MetalSd","MetalSd","None","TA","TA","BrkTil","Gd","TA","No","Unf","Unf","GasA","Gd","Y","FuseA","TA","Typ","None","Detchd","Unf","Fa","TA","Y","WD ","Normal","115000"
"1726",51,6120,1930,1950,0,347,0,381,728,728,434,0,1162,1,0,1,0,3,1,6,0,1930,1,258,0,24,0,0,0,0,0,11,2006,-93.624553,42.032396,"050","RM","Pave","Reg","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1.5Fin","3","5","Gable","CompShg","AsbShng","AsbShng","None","Gd","TA","CBlock","TA","TA","No","Rec","Unf","GasA","Ex","Y","SBrkr","TA","Typ","None","Detchd","Unf","Fa","Po","Y","ConLI","Abnorml","75000"
"1727",51,6120,1925,1950,0,489,0,279,768,1015,0,0,1015,0,0,1,0,3,1,6,0,1925,1,450,0,0,112,0,120,0,620,7,2006,-93.624553,42.032478,"030","RM","Pave","Reg","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1Story","5","7","Gable","CompShg","MetalSd","MetalSd","None","TA","TA","BrkTil","TA","TA","No","Rec","Unf","GasA","TA","N","SBrkr","TA","Min1","None","Detchd","Unf","TA","TA","Y","WD ","Abnorml","88000"
"1728",68,6120,1945,1995,0,0,0,0,0,808,0,0,808,0,0,1,0,1,1,6,0,1925,1,164,0,48,0,0,0,0,0,6,2008,-93.622566,42.032476,"030","RM","Pave","Reg","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1Story","5","6","Gable","CompShg","Plywood","Plywood","None","TA","Gd","CBlock","None","None","None","None","None","GasA","Gd","N","SBrkr","TA","Min2","None","Attchd","Unf","TA","TA","P","WD ","Normal","81300"
"1729",51,6120,1925,1999,0,0,0,960,960,995,0,0,995,0,0,1,0,2,1,5,0,1926,1,264,0,15,51,0,0,0,0,3,2009,-93.622565,42.032375,"030","RM","Pave","Reg","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1Story","5","6","Gable","CompShg","MetalSd","MetalSd","None","TA","TA","BrkTil","TA","TA","No","Unf","Unf","GasA","Gd","Y","SBrkr","TA","Typ","None","Detchd","Unf","TA","TA","Y","WD ","Abnorml","115000"
"1730",52,6240,1930,1992,0,0,0,1078,1078,1128,445,0,1573,0,0,2,0,3,1,8,1,1930,2,360,0,0,0,0,0,0,0,6,2008,-93.622552,42.031461,"050","RM","Pave","Reg","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1.5Fin","5","7","Gable","CompShg","MetalSd","MetalSd","None","TA","TA","PConc","TA","TA","No","Unf","Unf","GasA","TA","Y","SBrkr","TA","Typ","Gd","Detchd","Unf","TA","TA","P","WD ","Normal","162900"
"1731",52,6240,1930,1992,0,0,0,966,966,1014,412,0,1426,0,0,1,0,3,1,6,1,1930,1,230,174,0,96,0,0,0,0,7,2007,-93.622551,42.03142,"050","RM","Pave","Reg","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1.5Fin","5","7","Gable","CompShg","Wd Sdng","Wd Sdng","None","TA","TA","BrkTil","TA","TA","No","Unf","Unf","GasA","Ex","Y","SBrkr","TA","Typ","Gd","Detchd","Unf","Fa","TA","Y","WD ","Normal","131750"
"1732",52,6240,1947,1950,0,0,0,0,0,672,240,0,912,0,0,1,0,2,1,3,0,1979,0,0,0,0,0,0,0,0,0,7,2006,-93.623481,42.031415,"050","RM","Pave","Reg","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1.5Fin","4","5","Gable","CompShg","AsbShng","AsbShng","None","TA","TA","Slab","None","None","None","None","None","GasA","Gd","N","SBrkr","TA","Typ","None","None","None","None","None","N","WD ","Normal","80500"
"1733",52,6240,1936,1980,0,276,0,252,528,548,492,0,1040,0,0,1,0,2,1,5,0,1979,2,624,306,0,32,0,0,0,0,5,2010,-93.623483,42.031556,"050","RM","Pave","Reg","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1.5Fin","5","7","Gable","CompShg","VinylSd","VinylSd","None","TA","TA","CBlock","TA","Fa","No","Rec","Unf","GasA","Gd","Y","SBrkr","TA","Typ","None","Detchd","Fin","TA","TA","P","WD ","Normal","123900"
"1734",51,6120,1926,1950,0,351,0,405,756,903,378,0,1281,1,0,1,0,2,1,6,0,1926,2,379,25,0,0,0,0,0,0,8,2007,-93.621504,42.032505,"050","RM","Pave","Reg","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1.5Fin","5","6","Gable","CompShg","Wd Sdng","Wd Sdng","None","TA","TA","BrkTil","TA","TA","No","ALQ","Unf","GasA","Gd","Y","FuseA","Gd","Typ","None","Detchd","Unf","TA","TA","Y","WD ","Normal","132500"
